Order_ID;Order_Date;Ship_Date;Ship_Mode;Order_Priority
MX-2014-151078;10/07/2014;10/09/2014;Second Class;Medium
US-2012-151561;3/15/12;3/19/12;Standard Class;Medium
ES-2014-3638264;12/24/14;12/30/14;Standard Class;Medium
CA-2014-151596;10/09/2014;10/12/2014;First Class;High
CA-2013-153101;09/09/2013;09/09/2013;Same Day;Medium
SF-2014-360;2/17/14;2/22/14;Standard Class;Medium
MO-2014-3260;01/08/2014;1/13/14;Standard Class;High
IZ-2014-8090;1/31/14;02/02/2014;Second Class;Medium
IN-2012-76093;8/22/12;8/26/12;Standard Class;High
ID-2011-83506;4/22/11;4/26/11;Standard Class;High
ID-2012-83030;1/18/12;1/22/12;Standard Class;High
CA-2012-145828;10/05/2012;10/07/2012;First Class;High
MX-2013-127768;9/18/13;9/23/13;Standard Class;Medium
ES-2014-1631439;11/11/2014;11/16/14;Standard Class;High
IN-2014-79698;09/02/2014;09/06/2014;Standard Class;Medium
IN-2014-38937;7/14/14;7/15/14;First Class;High
ID-2014-40939;05/05/2014;05/09/2014;Standard Class;High
CA-2012-132570;10/31/12;11/02/2012;Second Class;High
CA-2014-127929;12/24/14;12/28/14;Standard Class;Medium
CA-2012-116687;05/02/2012;05/07/2012;Standard Class;Medium
CA-2014-143658;11/09/2014;11/14/14;Second Class;Medium
PL-2011-7410;6/14/11;6/20/11;Standard Class;Medium
MX-2013-130260;4/17/13;4/21/13;Standard Class;Medium
ES-2014-1513855;7/31/14;08/06/2014;Standard Class;Medium
IT-2013-5438672;07/12/2013;7/19/13;Standard Class;Medium
CA-2012-103205;12/08/2012;12/10/2012;Second Class;Medium
MX-2014-105319;07/09/2014;7/15/14;Standard Class;Medium
IT-2012-5895898;09/05/2012;09/09/2012;Standard Class;High
IT-2014-1914249;3/28/14;3/30/14;Second Class;High
ID-2013-39126;06/08/2013;6/15/13;Standard Class;Low
SA-2013-7950;05/01/2013;05/03/2013;First Class;High
ES-2013-5645871;10/05/2013;10/09/2013;Standard Class;High
ES-2012-3640830;1/18/12;1/18/12;Same Day;High
ID-2013-12680;2/26/13;03/02/2013;Standard Class;Medium
CA-2014-144862;12/02/2014;12/06/2014;Standard Class;Medium
CA-2012-100685;12/19/12;12/21/12;Second Class;Critical
CA-2014-129581;12/12/2014;12/19/14;Standard Class;Medium
CA-2012-9840;11/01/2012;11/05/2012;Standard Class;High
MX-2013-102050;9/24/13;9/28/13;Standard Class;High
MX-2011-118465;07/11/2011;7/16/11;Standard Class;Medium
US-2014-131555;7/30/14;7/30/14;Same Day;High
ES-2013-2384554;9/15/13;9/21/13;Standard Class;Low
IN-2013-68449;1/28/13;02/02/2013;Second Class;Medium
IN-2014-77374;2/17/14;2/17/14;Same Day;High
ID-2014-39525;6/14/14;6/19/14;Standard Class;High
IS-2014-30;11/25/14;11/27/14;Second Class;Critical
TU-2012-720;07/11/2012;7/14/12;First Class;High
US-2014-116064;6/21/14;6/25/14;Standard Class;High
IN-2014-62415;5/20/14;5/25/14;Standard Class;High
ID-2013-65838;04/12/2013;4/15/13;Second Class;Medium
IR-2012-9120;5/28/12;06/04/2012;Standard Class;Medium
MX-2013-120327;12/23/13;12/26/13;First Class;Medium
MX-2013-115182;8/30/13;09/01/2013;Second Class;Critical
US-2014-121293;9/26/14;9/28/14;First Class;Medium
MX-2012-126788;9/17/12;9/23/12;Standard Class;Low
IN-2014-22557;10/24/14;10/29/14;Standard Class;Medium
IR-2013-990;08/01/2013;08/06/2013;Second Class;Medium
JO-2014-5930;03/05/2014;03/09/2014;Standard Class;High
MX-2013-122945;5/21/13;5/25/13;Standard Class;High
MX-2014-169215;9/26/14;10/02/2014;Standard Class;Medium
MX-2012-169859;3/15/12;3/18/12;First Class;Critical
IN-2014-16782;5/22/14;5/28/14;Standard Class;Medium
CA-2013-137239;8/23/13;8/29/13;Standard Class;Medium
ES-2014-3035931;06/11/2014;6/16/14;Standard Class;Medium
CA-2012-114503;11/13/12;11/17/12;Standard Class;High
MX-2011-157903;8/18/11;8/22/11;Second Class;High
US-2012-121230;10/06/2012;10/12/2012;Standard Class;Medium
ES-2012-1779420;5/31/12;06/02/2012;Second Class;High
ES-2013-5685466;09/03/2013;09/05/2013;Second Class;Critical
CA-2014-137323;11/15/14;11/19/14;Second Class;High
MX-2013-103492;10/10/2013;10/15/13;Second Class;High
MX-2014-120124;8/28/14;09/01/2014;Standard Class;Medium
ID-2011-29368;11/05/2011;11/09/2011;Standard Class;High
IN-2012-12071;5/18/12;5/24/12;Standard Class;Medium
SA-2013-8850;11/26/13;11/30/13;Standard Class;Medium
MX-2011-163342;11/08/2011;11/12/2011;Second Class;Medium
ES-2014-5794981;8/25/14;8/27/14;First Class;Critical
IN-2011-14612;12/29/11;12/29/11;Same Day;High
ID-2011-46483;01/09/2011;1/13/11;Standard Class;High
IN-2013-86803;07/01/2013;07/06/2013;Standard Class;Medium
CA-2011-159184;9/14/11;9/19/11;Standard Class;Medium
IR-2014-7720;09/12/2014;9/16/14;Standard Class;High
CA-2011-6580;07/09/2011;7/15/11;Standard Class;Medium
MX-2013-127628;10/11/2013;10/14/13;First Class;Medium
ES-2014-2567540;06/11/2014;6/16/14;Standard Class;High
IN-2013-25805;9/30/13;10/05/2013;Standard Class;Medium
MX-2012-167619;2/21/12;2/24/12;First Class;Medium
IT-2012-1824454;11/02/2012;11/05/2012;Second Class;Medium
CA-2013-158547;5/31/13;06/05/2013;Standard Class;Medium
ES-2011-4316248;10/06/2011;10/12/2011;Standard Class;Medium
CA-2013-147536;12/27/13;01/01/2014;Standard Class;Medium
CM-2013-7050;8/19/13;8/23/13;Standard Class;High
UP-2011-810;06/07/2011;06/11/2011;Second Class;Medium
NI-2014-2440;06/09/2014;6/16/14;Standard Class;Low
MX-2014-115119;6/27/14;07/04/2014;Standard Class;Medium
ES-2013-1068972;12/09/2013;12/16/13;Standard Class;Medium
IN-2012-74364;5/29/12;5/31/12;First Class;High
IN-2013-31825;12/07/2013;12/12/2013;Second Class;Medium
IN-2012-81714;10/16/12;10/22/12;Standard Class;Medium
CA-2014-125115;04/11/2014;04/11/2014;Same Day;High
CA-2014-141138;11/11/2014;11/17/14;Standard Class;Medium
US-2014-132829;10/09/2014;10/16/14;Standard Class;Medium
MX-2014-126298;6/13/14;6/17/14;Standard Class;High
MX-2012-113082;10/25/12;10/29/12;Second Class;High
ES-2011-2093980;12/15/11;12/20/11;Standard Class;Medium
ES-2014-5835827;09/01/2014;09/05/2014;Standard Class;Medium
ES-2014-4055964;06/10/2014;6/14/14;Second Class;Medium
ES-2011-4146320;04/04/2011;04/09/2011;Standard Class;High
IN-2013-53609;6/25/13;6/30/13;Standard Class;Medium
CA-2013-110772;11/21/13;11/25/13;Second Class;Medium
CA-2011-113271;07/09/2011;7/14/11;Standard Class;Medium
TU-2014-6630;7/19/14;7/23/14;Second Class;Medium
IZ-2014-8060;12/09/2014;12/11/2014;First Class;High
IR-2014-220;04/12/2014;4/19/14;Standard Class;Medium
LH-2014-70;08/02/2014;08/05/2014;Second Class;Medium
US-2014-142832;06/06/2014;06/10/2014;Standard Class;Medium
IT-2013-1399443;1/18/13;1/25/13;Standard Class;Medium
TU-2014-9100;12/18/14;12/22/14;Standard Class;Medium
CA-2013-158568;8/30/13;09/03/2013;Standard Class;Medium
CA-2012-131597;9/14/12;9/18/12;Standard Class;Medium
UP-2011-870;4/30/11;05/06/2011;Standard Class;Low
IR-2011-120;3/25/11;3/28/11;Second Class;Medium
IT-2013-3213372;11/25/13;12/01/2013;Standard Class;Medium
ES-2014-1197792;1/27/14;1/29/14;First Class;Medium
IN-2011-77885;08/01/2011;08/06/2011;Standard Class;Medium
ID-2014-80930;7/24/14;7/27/14;First Class;High
CA-2013-116547;01/10/2013;1/17/13;Standard Class;Low
BO-2014-2670;9/29/14;10/05/2014;Standard Class;Medium
ES-2014-1309397;1/28/14;02/01/2014;Standard Class;Medium
CA-2013-132066;10/17/13;10/21/13;Standard Class;Medium
SA-2011-4390;08/01/2011;08/07/2011;Standard Class;Medium
GH-2014-1660;05/06/2014;05/11/2014;Standard Class;Medium
SA-2012-7300;11/03/2012;11/08/2012;Standard Class;Medium
IN-2014-19463;09/09/2014;9/14/14;Standard Class;Medium
US-2014-104451;05/09/2014;5/13/14;Second Class;High
MA-2014-50;07/06/2014;07/11/2014;Standard Class;Medium
MX-2012-120404;10/25/12;10/29/12;Standard Class;Medium
MX-2011-155726;11/28/11;12/02/2011;Standard Class;High
ES-2014-2363123;2/22/14;2/26/14;Second Class;High
CA-2013-145548;11/12/2013;11/17/13;Standard Class;Medium
UP-2011-6100;08/08/2011;8/13/11;Standard Class;High
MX-2013-126802;06/07/2013;06/07/2013;Same Day;High
ES-2014-2443168;3/20/14;3/21/14;First Class;High
ES-2011-2339332;12/15/11;12/19/11;Standard Class;Medium
IN-2014-56241;11/11/2014;11/15/14;Standard Class;Medium
US-2014-112690;9/19/14;9/23/14;Second Class;Medium
IT-2013-5470978;12/28/13;12/31/13;First Class;High
ES-2012-4741193;4/24/12;4/28/12;Standard Class;High
CA-2013-164637;03/05/2013;03/09/2013;Standard Class;Medium
US-2013-119298;11/26/13;11/29/13;First Class;Medium
SF-2014-9650;6/14/14;6/18/14;Standard Class;Medium
IZ-2012-1630;5/24/12;5/28/12;Standard Class;High
ES-2014-5821132;07/02/2014;07/04/2014;Second Class;High
IN-2013-68274;11/15/13;11/19/13;Second Class;High
ID-2014-21640;12/27/14;12/31/14;Standard Class;Medium
ID-2014-54841;5/19/14;5/25/14;Standard Class;Medium
ES-2014-5326420;10/24/14;10/29/14;Standard Class;Medium
ID-2012-68225;05/01/2012;05/05/2012;Second Class;High
ID-2013-18833;02/10/2013;2/15/13;Second Class;Medium
CA-2011-110219;05/05/2011;05/08/2011;First Class;High
MO-2011-110;10/07/2011;10/11/2011;Standard Class;Medium
IN-2013-51012;7/13/13;7/18/13;Second Class;Medium
IN-2011-20737;1/24/11;1/29/11;Standard Class;Medium
IN-2011-84549;8/29/11;09/03/2011;Standard Class;Medium
CA-2012-120103;12/24/12;12/29/12;Standard Class;Medium
MK-2014-990;7/28/14;08/03/2014;Standard Class;Medium
NI-2012-9890;06/09/2012;06/09/2012;Same Day;Medium
TU-2014-8250;06/09/2014;06/11/2014;First Class;Medium
US-2012-122252;02/02/2012;02/09/2012;Standard Class;Medium
MX-2012-163937;10/27/12;10/30/12;First Class;Critical
ES-2013-4301750;11/22/13;11/24/13;First Class;Critical
ID-2013-32630;10/11/2013;10/17/13;Standard Class;Medium
EG-2012-6340;8/21/12;8/23/12;Second Class;Medium
LY-2014-8170;7/21/14;7/25/14;Standard Class;High
UP-2012-8840;09/11/2012;9/15/12;Standard Class;Medium
MX-2014-141012;9/15/14;9/20/14;Standard Class;Medium
ES-2013-3066853;05/07/2013;05/11/2013;Standard Class;High
ES-2013-4562700;06/07/2013;06/11/2013;Standard Class;High
ES-2012-4551093;08/02/2012;08/06/2012;Standard Class;High
IN-2012-55282;11/02/2012;11/04/2012;Second Class;Medium
CA-2011-165428;09/01/2011;09/04/2011;First Class;High
TU-2014-2850;8/22/14;8/26/14;Standard Class;Medium
ZA-2011-2290;8/16/11;8/20/11;Standard Class;Medium
IN-2014-16838;08/08/2014;8/13/14;Standard Class;High
CA-2014-143252;12/19/14;12/25/14;Standard Class;Medium
CA-2013-158358;03/05/2013;03/09/2013;Standard Class;Medium
CG-2011-5080;05/02/2011;05/07/2011;Standard Class;High
US-2013-125675;3/22/13;3/28/13;Standard Class;Medium
US-2013-155621;4/18/13;4/22/13;Standard Class;Medium
US-2013-122154;6/14/13;6/21/13;Standard Class;Medium
ES-2014-3424970;01/09/2014;01/12/2014;First Class;Medium
CA-2013-141082;12/10/2013;12/14/13;Standard Class;Medium
CA-2012-168529;10/08/2012;10/12/2012;Standard Class;Medium
MX-2011-157203;06/07/2011;06/11/2011;Standard Class;Medium
ES-2011-1962134;12/07/2011;12/14/11;Standard Class;Medium
IN-2011-46504;2/19/11;2/21/11;Second Class;High
CA-2013-169166;05/10/2013;5/15/13;Standard Class;High
CA-2013-126284;9/21/13;9/25/13;Standard Class;High
US-2013-102232;08/06/2013;08/12/2013;Standard Class;Medium
SF-2012-1380;2/14/12;2/16/12;First Class;Critical
TU-2014-7230;6/30/14;07/05/2014;Standard Class;High
TU-2012-5560;03/05/2012;03/05/2012;Same Day;High
MX-2011-132829;05/10/2011;5/14/11;Standard Class;Medium
IN-2014-50627;9/14/14;9/18/14;Standard Class;Medium
CA-2012-2020;6/25/12;6/29/12;Standard Class;High
MX-2013-152520;12/04/2013;12/08/2013;Standard Class;Medium
ES-2012-3229508;6/28/12;07/04/2012;Standard Class;Medium
IT-2013-3888587;9/26/13;10/01/2013;Standard Class;Medium
IN-2012-31076;09/05/2012;09/10/2012;Standard Class;High
CA-2013-139381;4/19/13;4/23/13;Standard Class;Medium
PL-2012-1330;09/11/2012;9/17/12;Standard Class;Low
CA-2011-7860;11/02/2011;11/07/2011;Standard Class;High
MO-2014-7810;11/24/14;11/28/14;Standard Class;Medium
TU-2013-1250;7/29/13;08/03/2013;Standard Class;Medium
TU-2014-3030;9/25/14;9/25/14;Same Day;High
CA-2013-7710;1/25/13;1/29/13;Standard Class;High
ES-2012-4782111;12/31/12;12/31/12;Same Day;High
IT-2014-2861098;5/13/14;5/16/14;First Class;High
IN-2011-59447;12/25/11;12/29/11;Standard Class;High
CA-2014-134838;2/20/14;2/21/14;First Class;High
CA-2011-124079;12/13/11;12/17/11;Standard Class;Medium
CA-2013-149671;06/06/2013;06/10/2013;Standard Class;High
UP-2012-8850;8/20/12;8/24/12;Standard Class;High
RW-2014-3070;12/15/14;12/18/14;Second Class;High
IR-2011-1690;7/29/11;08/03/2011;Standard Class;Medium
US-2013-140494;08/02/2013;08/06/2013;Standard Class;High
MX-2014-134509;10/01/2014;10/06/2014;Standard Class;High
ES-2014-3488377;12/02/2014;12/07/2014;Standard Class;Medium
ES-2012-1211994;6/13/12;6/15/12;Second Class;High
IN-2014-35213;07/05/2014;07/07/2014;First Class;Critical
CA-2012-121776;2/16/12;2/21/12;Standard Class;High
CA-2011-146843;11/30/11;12/06/2011;Standard Class;Medium
CM-2014-8980;9/29/14;10/04/2014;Second Class;High
US-2014-107671;10/17/14;10/19/14;First Class;High
US-2012-163370;01/12/2012;1/16/12;Second Class;High
IT-2014-4674372;11/13/14;11/19/14;Standard Class;Low
ES-2014-5904288;05/03/2014;05/05/2014;Second Class;Medium
ID-2011-42164;1/28/11;1/31/11;First Class;Medium
CA-2013-110254;08/05/2013;08/09/2013;Standard Class;Medium
CA-2012-160794;08/06/2012;08/08/2012;First Class;Critical
CA-2011-107454;11/02/2011;11/06/2011;Standard Class;High
SA-2014-6890;08/11/2014;8/14/14;First Class;High
MX-2013-112956;12/20/13;12/25/13;Second Class;Medium
ES-2011-3058868;10/10/2011;10/16/11;Standard Class;Medium
ES-2014-5206561;12/09/2014;12/16/14;Standard Class;Medium
US-2013-114293;11/22/13;11/27/13;Standard Class;Medium
MX-2014-111416;03/05/2014;03/09/2014;Standard Class;High
MX-2013-156538;01/08/2013;01/10/2013;Second Class;Medium
US-2011-168473;12/12/2011;12/16/11;Standard Class;Medium
US-2014-126998;11/26/14;12/01/2014;Standard Class;Medium
MX-2012-134327;09/12/2012;9/17/12;Standard Class;Medium
ES-2012-3433124;11/15/12;11/19/12;Standard Class;Medium
IN-2014-78816;08/05/2014;08/12/2014;Standard Class;Low
IN-2013-59454;11/26/13;12/03/2013;Standard Class;Low
MX-2014-109148;06/03/2014;06/09/2014;Standard Class;Medium
MX-2013-117254;8/28/13;09/04/2013;Standard Class;Medium
MX-2014-143105;10/25/14;10/29/14;Standard Class;Medium
ES-2013-2519403;08/01/2013;08/03/2013;First Class;High
IN-2011-81595;05/03/2011;05/08/2011;Standard Class;Medium
LH-2014-8460;2/20/14;2/23/14;First Class;Medium
US-2012-142734;10/15/12;10/20/12;Standard Class;High
ES-2013-2475819;11/06/2013;11/10/2013;Standard Class;Medium
IN-2014-38321;06/09/2014;06/11/2014;First Class;Medium
US-2013-157840;12/21/13;12/24/13;Second Class;Critical
TU-2013-7880;9/19/13;9/23/13;Standard Class;Medium
MX-2014-101273;5/19/14;5/23/14;Standard Class;Medium
ES-2014-5368780;05/02/2014;05/05/2014;First Class;Medium
IN-2013-86110;10/19/13;10/21/13;First Class;Critical
CA-2011-166989;11/14/11;11/18/11;Standard Class;High
CA-2014-102974;9/20/14;9/25/14;Standard Class;Medium
CM-2012-4330;9/22/12;9/29/12;Standard Class;Low
AJ-2011-4460;2/23/11;2/23/11;Same Day;Medium
US-2013-160542;06/01/2013;06/05/2013;Standard Class;Medium
ES-2013-3499281;11/12/2013;11/13/13;First Class;High
IT-2011-1396210;10/31/11;11/04/2011;Second Class;Medium
CA-2011-164742;10/13/11;10/18/11;Second Class;Medium
CA-2014-169012;07/11/2014;7/15/14;Standard Class;High
MX-2012-142370;04/10/2012;4/14/12;Standard Class;Medium
ES-2014-4486930;8/26/14;8/31/14;Standard Class;Medium
ES-2012-3610099;10/17/12;10/24/12;Standard Class;Medium
IN-2014-82540;10/22/14;10/26/14;Standard Class;High
CA-2014-136007;2/24/14;03/03/2014;Standard Class;Low
IR-2011-3650;06/09/2011;6/15/11;Standard Class;Medium
MX-2014-121104;01/05/2014;01/12/2014;Standard Class;Medium
ES-2011-5649807;9/19/11;9/23/11;Standard Class;Medium
ES-2013-5961293;9/25/13;9/25/13;Same Day;High
CA-2014-123036;09/11/2014;9/18/14;Standard Class;Medium
IT-2014-1072003;06/02/2014;06/06/2014;Standard Class;High
ES-2012-4311074;10/31/12;11/04/2012;Standard Class;High
ES-2014-1077620;10/02/2014;10/06/2014;Standard Class;Medium
IN-2011-47883;01/01/2011;01/08/2011;Standard Class;Medium
US-2014-110646;10/27/14;11/01/2014;Standard Class;Medium
IR-2012-1910;1/23/12;1/25/12;Second Class;High
ES-2013-1424248;06/05/2013;06/09/2013;Standard Class;Medium
ID-2011-16453;1/14/11;1/21/11;Standard Class;Low
ID-2014-59811;4/22/14;4/24/14;First Class;High
CA-2011-132983;4/28/11;05/03/2011;Standard Class;Medium
ZI-2013-5410;8/20/13;8/21/13;First Class;Critical
RO-2011-9820;10/19/11;10/23/11;Standard Class;Medium
MX-2014-110702;8/16/14;8/20/14;Standard Class;Medium
ES-2013-5291892;08/07/2013;8/14/13;Standard Class;Low
ES-2011-1782465;12/20/11;12/27/11;Standard Class;Medium
CA-2013-133319;09/06/2013;09/12/2013;Standard Class;Medium
IT-2012-1819598;2/22/12;2/28/12;Standard Class;Medium
ES-2011-2535754;03/08/2011;3/13/11;Standard Class;Medium
CA-2012-132080;8/22/12;8/25/12;First Class;Critical
CA-2014-136609;08/07/2014;08/12/2014;Standard Class;Medium
US-2012-150875;12/28/12;12/30/12;First Class;High
MX-2014-114916;10/22/14;10/24/14;Second Class;High
ES-2014-3168055;10/17/14;10/21/14;Second Class;Medium
ID-2013-64305;12/19/13;12/23/13;Standard Class;High
MX-2012-158939;9/15/12;9/21/12;Standard Class;Medium
MX-2011-151337;10/05/2011;10/09/2011;Standard Class;High
ES-2013-1364758;11/11/2013;11/11/2013;Same Day;Medium
IN-2011-47715;12/13/11;12/19/11;Standard Class;Low
CA-2013-164350;09/11/2013;9/13/13;Second Class;Critical
MX-2012-107601;10/22/12;10/26/12;Second Class;Medium
ES-2012-4130389;9/20/12;9/24/12;Standard Class;Medium
ES-2014-1311351;12/19/14;12/26/14;Standard Class;Low
ID-2013-77983;12/31/13;01/05/2014;Standard Class;Medium
ID-2014-32238;12/13/14;12/17/14;Second Class;Medium
ID-2011-17237;08/02/2011;08/08/2011;Standard Class;Medium
CA-2014-162572;9/26/14;9/28/14;Second Class;High
CA-2013-139934;12/19/13;12/21/13;First Class;Medium
MX-2014-154655;03/08/2014;3/13/14;Standard Class;Medium
MX-2012-134530;03/01/2012;03/04/2012;Second Class;Medium
MX-2012-101672;04/11/2012;4/17/12;Standard Class;Medium
IT-2012-2464165;9/28/12;9/30/12;First Class;Medium
CA-2011-140039;9/13/11;9/17/11;Standard Class;High
CA-2013-117919;8/28/13;8/30/13;Second Class;Medium
CA-2011-151897;06/06/2011;06/10/2011;Standard Class;Medium
CA-2011-139423;11/01/2011;11/05/2011;Standard Class;High
CA-2014-580;6/26/14;6/28/14;Second Class;Critical
IR-2013-9110;8/29/13;8/31/13;Second Class;Medium
MX-2014-144484;10/08/2014;10/12/2014;Standard Class;High
KZ-2014-660;03/03/2014;03/05/2014;First Class;Medium
MX-2013-116232;01/07/2013;01/10/2013;First Class;High
ES-2012-2424799;8/23/12;8/27/12;Standard Class;High
IN-2013-71774;05/08/2013;5/13/13;Standard Class;Medium
CA-2011-112291;04/03/2011;04/08/2011;Standard Class;Medium
TU-2012-8560;09/02/2012;09/03/2012;First Class;Medium
AG-2014-3710;1/24/14;1/29/14;Second Class;Medium
MX-2012-111171;2/14/12;2/19/12;Second Class;High
US-2012-149552;11/18/12;11/20/12;First Class;High
ES-2013-1929857;4/18/13;4/23/13;Standard Class;High
ES-2011-4016076;4/26/11;4/30/11;Standard Class;Medium
ES-2013-2889664;2/22/13;2/26/13;Standard Class;Medium
IN-2012-41926;09/12/2012;9/16/12;Standard Class;High
CA-2014-9470;6/23/14;6/25/14;Second Class;High
KG-2014-6890;11/13/14;11/17/14;Standard Class;High
TU-2012-1690;12/25/12;12/31/12;Standard Class;Medium
RW-2014-4910;8/21/14;8/25/14;Standard Class;Medium
MX-2014-108987;11/22/14;11/26/14;Standard Class;Medium
IT-2014-3843729;12/05/2014;12/09/2014;Second Class;High
IN-2012-50592;9/25/12;9/29/12;Standard Class;High
IN-2014-77157;9/30/14;10/04/2014;Standard Class;High
CA-2011-141005;8/15/11;8/18/11;First Class;High
SA-2012-6100;10/19/12;10/23/12;Standard Class;Medium
SU-2014-7720;12/16/14;12/21/14;Second Class;Medium
TU-2013-9320;09/03/2013;09/07/2013;Standard Class;Medium
ES-2011-1456978;9/29/11;10/05/2011;Standard Class;Medium
IN-2014-73664;11/20/14;11/25/14;Standard Class;Medium
CA-2013-149223;09/07/2013;09/12/2013;Standard Class;High
CA-2014-111647;07/04/2014;07/08/2014;Standard Class;Medium
CA-2013-140018;11/22/13;11/27/13;Standard Class;Medium
IN-2013-62429;05/09/2013;05/09/2013;Same Day;Medium
IN-2013-52461;01/09/2013;1/14/13;Standard Class;High
IN-2014-42556;10/14/14;10/19/14;Standard Class;Medium
SF-2011-6030;3/23/11;3/27/11;Standard Class;Medium
ES-2014-1004183;7/31/14;08/07/2014;Standard Class;Low
ES-2012-3263566;4/23/12;4/25/12;First Class;Medium
ES-2014-1578661;09/11/2014;9/17/14;Standard Class;Medium
ES-2011-3814733;5/13/11;5/17/11;Standard Class;High
CA-2012-108672;09/10/2012;9/16/12;Standard Class;Medium
PL-2014-9550;10/14/14;10/21/14;Standard Class;Low
US-2012-163391;9/15/12;9/15/12;Same Day;Critical
ES-2014-5813987;11/12/2014;11/14/14;Second Class;Critical
ES-2011-2587200;3/16/11;3/21/11;Standard Class;High
CA-2011-152233;10/05/2011;10/06/2011;First Class;Medium
IZ-2011-4920;08/04/2011;08/11/2011;Standard Class;Medium
US-2011-123862;08/06/2011;08/10/2011;Standard Class;Medium
MX-2014-169845;11/10/2014;11/16/14;Standard Class;Medium
IT-2014-2068457;7/24/14;7/28/14;Standard Class;High
IT-2011-5351596;9/23/11;9/29/11;Standard Class;Medium
ID-2014-42647;10/15/14;10/20/14;Standard Class;Medium
CA-2011-127159;05/12/2011;5/15/11;First Class;Medium
NI-2014-7890;9/22/14;9/27/14;Standard Class;High
MX-2011-122735;10/18/11;10/18/11;Same Day;High
MX-2013-142769;9/23/13;9/24/13;First Class;High
MX-2012-105522;12/19/12;12/21/12;First Class;High
IN-2013-51502;12/09/2013;12/14/13;Standard Class;Medium
CA-2013-158610;9/20/13;9/23/13;First Class;Medium
CG-2011-1280;9/22/11;9/29/11;Standard Class;Low
MX-2012-150028;4/30/12;05/04/2012;Standard Class;Medium
MX-2012-101154;10/01/2012;10/08/2012;Standard Class;Medium
MX-2014-143637;12/29/14;01/03/2015;Standard Class;High
ID-2013-38461;9/27/13;10/04/2013;Standard Class;Medium
ID-2011-36830;11/09/2011;11/12/2011;First Class;High
GH-2014-3090;06/10/2014;6/16/14;Standard Class;Medium
ES-2014-3898681;10/07/2014;10/12/2014;Standard Class;Medium
ES-2013-2057107;7/18/13;7/19/13;First Class;High
IN-2013-49570;6/29/13;07/04/2013;Standard Class;Medium
ID-2011-75652;07/06/2011;07/10/2011;Standard Class;Medium
CA-2011-123260;8/26/11;8/30/11;Standard Class;Medium
CA-2013-149902;04/02/2013;04/07/2013;Standard Class;High
PL-2014-3470;09/05/2014;09/09/2014;Standard Class;High
TZ-2014-8730;12/02/2014;12/02/2014;Same Day;Critical
MX-2014-155551;9/13/14;9/13/14;Same Day;High
MX-2012-124975;12/18/12;12/22/12;Standard Class;Medium
MX-2014-132885;11/25/14;12/02/2014;Standard Class;Medium
CA-2014-157833;6/18/14;6/21/14;First Class;High
CA-2013-136021;8/15/13;8/19/13;Standard Class;High
CA-2013-157161;7/17/13;7/21/13;Second Class;Medium
UG-2014-3970;12/24/14;12/29/14;Standard Class;Medium
US-2012-122539;11/12/2012;11/12/2012;Same Day;High
MX-2012-144862;11/08/2012;11/14/12;Standard Class;Medium
MX-2014-154466;02/03/2014;02/05/2014;First Class;High
US-2012-139612;10/11/2012;10/12/2012;First Class;Medium
IN-2013-29879;6/17/13;6/22/13;Standard Class;Medium
IN-2013-66972;09/11/2013;9/14/13;Second Class;Critical
IN-2011-10363;7/25/11;7/27/11;First Class;High
ID-2014-55562;09/11/2014;9/14/14;First Class;Medium
IN-2014-81427;05/01/2014;05/01/2014;Same Day;Medium
CA-2011-167360;11/24/11;11/29/11;Second Class;Medium
CA-2014-128769;09/08/2014;9/13/14;Standard Class;High
AG-2011-380;03/03/2011;03/09/2011;Standard Class;Medium
ES-2014-5661706;7/31/14;08/04/2014;Second Class;Medium
ID-2011-59601;12/13/11;12/19/11;Standard Class;Medium
US-2011-151925;9/26/11;10/01/2011;Second Class;Medium
ES-2012-1712951;5/25/12;5/29/12;Standard Class;Medium
IN-2014-21143;9/25/14;9/29/14;Standard Class;Medium
IN-2011-53336;9/26/11;9/26/11;Same Day;Medium
IN-2013-32063;9/21/13;9/24/13;Second Class;Medium
CA-2014-116645;12/01/2014;12/05/2014;Standard Class;Medium
CG-2014-3240;04/02/2014;04/02/2014;Same Day;High
BU-2014-370;6/17/14;6/20/14;Second Class;Medium
ES-2013-2936336;07/06/2013;07/10/2013;Standard Class;Medium
ES-2014-5218104;11/10/2014;11/16/14;Standard Class;Low
ES-2013-2091965;3/19/13;3/20/13;First Class;Medium
IN-2013-12106;1/14/13;1/18/13;Standard Class;Medium
CA-2013-168956;2/16/13;2/20/13;Standard Class;Medium
CA-2012-118843;9/13/12;9/20/12;Standard Class;Medium
PL-2012-5180;4/30/12;05/03/2012;Second Class;Medium
AU-2014-7090;3/20/14;3/26/14;Standard Class;Medium
NI-2011-6390;08/11/2011;8/14/11;First Class;Medium
MO-2012-4200;6/15/12;6/21/12;Standard Class;Medium
ES-2011-4946017;11/04/2011;11/04/2011;Same Day;High
IN-2013-70353;8/24/13;8/28/13;Standard Class;Medium
CA-2014-140949;3/18/14;3/23/14;Second Class;Medium
EG-2014-7830;11/26/14;11/30/14;Standard Class;Medium
MX-2013-100468;11/01/2013;11/06/2013;Standard Class;Medium
US-2014-126207;1/16/14;1/17/14;Same Day;High
MX-2012-156720;2/17/12;2/22/12;Standard Class;Medium
ES-2011-5921152;11/04/2011;11/08/2011;Standard Class;Medium
