Order;Customer;Product;Sales_Value;Quantity_Sold;Shipping_Cost
IT-2014-3263308;TS-21430;OFF-ST-10003335;29079;3;8.5
ES-2011-3729382;CM-11815;OFF-BI-10002718;288;2;8.5
IN-2011-50060;MC-17575;FUR-CH-10004447;14934;1;8.5
SA-2014-9530;PG-8820;TEC-PAN-10002454;8199;1;8.5
MX-2014-152345;JD-15790;OFF-PA-10001878;628;2;8.5
MX-2012-116813;AJ-10780;OFF-LA-10004519;6256;8;8.5
ES-2012-5125870;LC-17050;OFF-EN-10003962;792;8;8.49
IT-2011-5115918;KH-16630;FUR-FU-10000468;8652;2;8.49
ES-2013-1188032;TS-21160;OFF-FA-10003730;657;5;8.49
IT-2014-4453792;MC-17635;TEC-PH-10001163;225471;2;8.49
IT-2011-3708838;BO-11425;OFF-BI-10001621;9954;4;8.49
ID-2014-83597;KW-16570;TEC-AC-10003422;101952;2;8.49
CA-2011-168312;GW-14605;OFF-ST-10003692;137352;3;8.49
CA-2014-118577;XP-21865;OFF-PA-10001357;1437;3;8.49
US-2012-163433;MP-17965;OFF-AR-10003373;74352;3;8.49
CA-2014-3540;TG-11640;TEC-SAN-10001899;7929;1;8.49
MX-2012-159905;EM-14065;OFF-FA-10004946;366;5;8.49
MX-2014-161431;KH-16360;OFF-BI-10002799;7296;8;8.48
ES-2014-2398483;SC-20230;OFF-FA-10004997;5664;4;8.48
ES-2011-5265774;AF-10885;OFF-BI-10001568;273;2;8.48
IT-2013-5504949;SC-20575;OFF-EN-10002955;7497;3;8.48
ES-2013-1423228;TT-21460;OFF-AR-10000266;11076;4;8.48
IN-2011-78263;BF-11215;FUR-FU-10001619;15003;3;8.48
IN-2011-70570;DG-13300;OFF-ST-10001214;7875;7;8.48
CA-2014-108553;SK-19990;OFF-AP-10000026;12194;2;8.48
EG-2014-1300;DK-3090;OFF-SAN-10002484;5052;1;8.48
UP-2014-1390;PK-8910;OFF-BIN-10002061;9264;2;8.48
EG-2013-5280;JE-5475;FUR-RUB-10001484;9438;2;8.48
SA-2011-1500;SW-10755;OFF-FEL-10001261;13731;1;8.48
MX-2011-102127;CK-12325;OFF-BI-10001324;4016;2;8.48
MX-2014-164112;CR-12820;OFF-AP-10003043;3033;5;8.48
US-2013-113929;TB-21055;OFF-SU-10000817;828;9;8.48
US-2014-116778;JS-16030;OFF-PA-10002372;594;5;8.47
ES-2011-5894162;JE-15715;OFF-AR-10002672;9435;5;8.47
IN-2013-24300;VG-21790;FUR-FU-10001477;1512;6;8.47
CA-2014-127474;RD-19810;OFF-PA-10001033;65584;2;8.47
CA-2014-141481;ZD-21925;OFF-AP-10004532;6144;3;8.47
LO-2012-1230;MK-8160;OFF-BOS-10000557;2898;2;8.47
AG-2013-2580;KE-6420;TEC-SAN-10004721;1107;2;8.47
TU-2012-5940;KB-6405;OFF-FEL-10004974;43008;4;8.47
MX-2014-155278;JM-15250;OFF-AR-10003674;4292;2;8.46
ES-2012-5451215;PW-19240;OFF-BI-10000815;639;2;8.46
ES-2012-3676966;ML-18040;OFF-EN-10004667;14076;3;8.46
ES-2014-2504278;JL-15130;OFF-BI-10002718;1008;7;8.46
IN-2014-76058;FO-14305;OFF-FA-10003604;4536;4;8.46
ID-2012-73391;PV-18985;FUR-CH-10003419;1777275;3;8.46
IN-2011-24769;JM-15535;OFF-EN-10003632;7194;2;8.46
ID-2013-60959;JM-15580;TEC-AC-10002833;810975;5;8.46
IN-2014-78368;DW-13585;FUR-CH-10004082;50712;8;8.46
IN-2012-24132;AB-10600;OFF-LA-10004398;7578;6;8.46
ID-2013-49724;BD-11620;TEC-PH-10003481;79884;2;8.46
CA-2013-105494;PC-18745;OFF-BI-10003364;70008;3;8.46
US-2011-163797;PC-19000;OFF-FA-10001883;49792;8;8.46
CA-2014-156237;PS-18760;FUR-FU-10001057;127936;8;8.46
SA-2014-5790;HL-5040;TEC-APP-10002310;6813;1;8.46
UP-2013-3890;CK-2205;TEC-OKI-10000794;3042;6;8.46
MX-2013-153920;BW-11110;FUR-CH-10000414;115008;4;8.46
MX-2013-103492;SK-19990;FUR-CH-10001675;10048;2;8.46
MX-2013-109617;JL-15130;OFF-FA-10000475;5432;7;8.46
ES-2014-4936686;PC-18745;OFF-PA-10004470;483;1;8.45
ES-2013-3058408;SC-20020;OFF-PA-10000961;3336;2;8.45
ES-2012-5499117;DP-13000;FUR-FU-10004313;7578;3;8.45
IN-2011-16229;CK-12205;TEC-PH-10003954;278424;2;8.45
ID-2013-72551;NS-18505;FUR-FU-10000815;732336;2;8.45
ID-2012-60966;JM-15580;OFF-EN-10000328;52947;5;8.45
IN-2011-80461;NP-18325;TEC-AC-10001611;9084;2;8.45
IN-2013-85802;CD-11980;OFF-BI-10001973;1098;4;8.45
US-2014-163790;NL-18310;FUR-FU-10002508;2502;3;8.45
CA-2013-146325;DS-13180;OFF-ST-10001590;1348;10;8.45
ZA-2014-1370;DD-3570;TEC-BRO-10003986;14433;1;8.45
TU-2011-280;PJ-9015;OFF-ELI-10001351;69264;4;8.45
MX-2011-162670;DV-13465;OFF-SU-10004361;8286;3;8.45
IT-2014-2362249;MG-18205;OFF-AR-10002116;3108;4;8.44
ID-2011-34996;CS-12175;OFF-PA-10002109;150066;7;8.44
IN-2014-15767;CH-12070;OFF-AR-10002727;9912;4;8.44
CA-2011-101560;CS-12250;OFF-BI-10000309;4566;3;8.44
CA-2014-105991;LH-17020;FUR-BO-10004467;89991;3;8.44
CA-2012-103093;FO-14305;OFF-EN-10003286;7452;9;8.44
SG-2014-5940;BE-1410;TEC-BRO-10000773;14109;1;8.44
IR-2012-1470;KN-6705;TEC-MOT-10002260;7461;1;8.44
IR-2013-4780;RP-9390;FUR-TEN-10001349;10998;1;8.44
AG-2013-4150;DB-3270;OFF-EAT-10001303;4116;2;8.44
US-2011-155894;SJ-20215;OFF-ST-10000290;4096;2;8.43
MX-2013-158302;KH-16360;OFF-PA-10002295;6548;2;8.43
MX-2012-101539;MG-17890;OFF-BI-10000280;466;10;8.43
MX-2011-160234;SV-20785;TEC-PH-10002647;1952;4;8.43
MX-2013-133515;GA-14515;OFF-LA-10004034;5936;7;8.43
ES-2013-3927096;BF-11005;OFF-EN-10000897;11295;3;8.43
ES-2012-3791638;CA-12055;OFF-ST-10001426;61236;4;8.43
ID-2014-13569;CJ-11875;OFF-ST-10001366;53568;2;8.43
IN-2014-45755;SV-20785;OFF-ST-10001752;386856;8;8.43
GG-2011-3530;JF-5490;FUR-RUB-10002507;1008;4;8.43
TU-2012-900;AR-510;OFF-BIN-10003023;76128;4;8.43
UP-2014-550;FM-4380;TEC-APP-10004469;1395;1;8.43
MX-2014-146101;BM-11140;OFF-EN-10001109;867;5;8.43
US-2013-161025;NW-18400;OFF-PA-10001085;4248;6;8.43
MX-2013-119886;MC-18130;OFF-FA-10000455;432;5;8.42
MX-2014-101147;CK-12205;OFF-FA-10002526;5536;8;8.42
ES-2014-5329777;TP-21415;OFF-PA-10000522;504;2;8.42
ES-2013-4847870;DK-12835;OFF-EN-10002891;33672;8;8.42
ES-2011-3661686;DJ-13510;OFF-PA-10001869;1695;5;8.42
ES-2012-4741068;MA-17995;OFF-BI-10001058;10176;2;8.42
ES-2012-5356719;JC-15385;OFF-BI-10002459;10026;2;8.42
IN-2013-49577;SC-20020;TEC-AC-10001616;1137;2;8.42
IN-2014-14458;GT-14755;OFF-EN-10004784;5652;3;8.42
IN-2012-54134;LB-16735;OFF-ST-10001753;1467;3;8.42
IN-2011-34191;TS-21505;OFF-EN-10001136;484632;2;8.42
IN-2014-45426;LD-17005;FUR-FU-10000514;10104;2;8.42
IN-2014-42395;TD-20995;OFF-LA-10000506;219;2;8.42
CA-2013-145919;HG-14965;FUR-FU-10004960;18384;8;8.42
CA-2011-151001;JG-15805;OFF-ST-10001031;52096;4;8.42
UP-2011-3090;BS-1800;OFF-STA-10000298;9894;2;8.42
AU-2013-8150;MO-7500;OFF-BOS-10001711;9774;2;8.42
SA-2012-7610;AS-240;OFF-ROG-10001372;12336;2;8.42
UP-2012-5010;EB-3840;OFF-TEN-10004270;13416;1;8.42
MX-2014-136539;FH-14365;OFF-AR-10004109;9972;3;8.42
US-2013-108308;AH-10030;OFF-FA-10004265;36288;6;8.42
MX-2013-136931;AG-10300;FUR-CH-10004194;160224;3;8.42
MX-2014-130512;MN-17935;TEC-AC-10001172;8826;3;8.41
ES-2014-5991471;LD-16855;FUR-CH-10000969;413451;1;8.41
ES-2014-2888354;AC-10615;OFF-AR-10000823;11907;9;8.41
IN-2013-20912;SV-20785;OFF-PA-10002921;10995;5;8.41
IN-2014-19904;JH-15430;OFF-FA-10000248;9786;7;8.41
CA-2014-158386;BO-11425;OFF-BI-10003719;12475;5;8.41
MO-2012-1020;SC-10230;OFF-ELI-10004427;6318;2;8.41
TU-2011-5840;CD-2790;TEC-SAM-10001017;50436;1;8.41
IR-2011-770;JO-5280;OFF-BRE-10003081;12258;2;8.41
MX-2013-163776;PW-19030;FUR-FU-10002829;3114;9;8.4
MX-2011-124233;JB-16000;OFF-SU-10001892;6978;3;8.4
US-2012-160556;JB-15400;TEC-PH-10002755;8802;3;8.4
ES-2013-3005934;JM-15265;OFF-AR-10002382;1347;5;8.4
ES-2014-1114603;HJ-14875;OFF-BI-10000734;984;2;8.4
ES-2011-3979558;HK-14890;OFF-EN-10002104;1668;4;8.4
IT-2011-1111988;AF-10870;TEC-PH-10001664;107775;3;8.4
ID-2014-22410;MY-17380;TEC-AC-10001907;838248;4;8.4
IN-2011-18959;CA-12775;TEC-AC-10000398;22782;2;8.4
IN-2011-44901;MG-18205;OFF-SU-10002566;1686;4;8.4
IN-2014-66755;TP-21130;OFF-SU-10000496;10152;5;8.4
ID-2014-11910;SG-20605;OFF-LA-10000950;454176;4;8.4
ID-2013-39182;CD-12280;OFF-AR-10003582;1870239;7;8.4
CA-2012-169397;JB-15925;FUR-FU-10000087;72704;4;8.4
CA-2011-167927;XP-21865;OFF-ST-10003123;6658;2;8.4
CA-2014-105543;BG-11695;OFF-ST-10003123;3329;1;8.4
CG-2014-1140;BO-1425;OFF-BOS-10003699;9972;2;8.4
IR-2013-6280;ME-7725;OFF-TEN-10003089;1332;1;8.4
TU-2014-3690;EM-4140;FUR-OFF-10003688;110784;2;8.4
MX-2014-112459;DC-13285;OFF-PA-10001708;416;2;8.4
MX-2014-141033;SW-20245;FUR-FU-10003273;88032;2;8.39
MX-2012-128188;KH-16360;OFF-BI-10001254;656;2;8.39
MX-2013-164385;JL-15175;TEC-AC-10004043;9342;3;8.39
ES-2013-4895029;MM-17260;OFF-BI-10001119;2364;4;8.39
ES-2014-2445609;NS-18640;OFF-AR-10002454;10908;2;8.39
ES-2014-3031425;MV-17485;TEC-PH-10000038;29556;4;8.39
ES-2012-1691714;BP-11230;OFF-BI-10003899;8469;3;8.39
CA-2013-154235;RD-19900;FUR-FU-10004006;12795;3;8.39
SF-2014-1390;AH-465;OFF-ROG-10001101;612;1;8.39
MZ-2013-7830;NM-8445;FUR-TEN-10000002;5058;2;8.39
IR-2011-7390;PF-9225;FUR-IKE-10000619;12441;1;8.39
CA-2014-5570;HR-4770;OFF-SME-10002417;9702;2;8.39
MX-2011-153969;KH-16690;FUR-CH-10000336;24828;6;8.39
MX-2014-113495;JK-15625;TEC-MA-10001302;1008;3;8.39
MX-2013-139759;AC-10615;FUR-CH-10004219;59136;2;8.39
MX-2011-169397;JS-15685;OFF-SU-10001968;4968;3;8.38
MX-2011-152366;BD-11320;FUR-CH-10000105;20314;7;8.38
ES-2012-4329367;EM-14200;OFF-FA-10004665;5172;4;8.38
IN-2012-43459;DG-13300;OFF-LA-10004848;5865;5;8.38
ID-2011-22172;FP-14320;FUR-CH-10004339;2502732;4;8.38
CA-2012-142601;DE-13255;OFF-PA-10000483;6196;2;8.38
US-2013-124163;SC-20695;FUR-FU-10000755;6864;11;8.38
UP-2011-5790;ER-3855;FUR-DEF-10001359;10866;1;8.38
UG-2012-5670;BE-1335;TEC-SAN-10004424;76905;1;8.38
MX-2013-121048;FH-14275;OFF-AR-10002499;5586;3;8.38
MX-2014-148530;TS-21340;OFF-SU-10001868;4572;2;8.38
MX-2011-106803;LB-16795;TEC-AC-10003927;7728;2;8.38
US-2014-141719;JD-16015;OFF-ST-10001374;972;4;8.38
US-2014-114573;JC-15385;TEC-PH-10002218;15138;3;8.38
MX-2013-117408;TS-21505;OFF-ST-10003089;163704;2;8.38
MX-2013-149916;MC-17605;OFF-BI-10003883;505;5;8.37
ES-2011-3249450;JB-16045;OFF-AR-10000110;9264;2;8.37
ES-2014-4822929;TS-21430;OFF-ST-10004035;41472;2;8.37
ES-2011-5375215;MC-17275;FUR-CH-10003440;180252;2;8.37
IN-2012-60161;AA-10480;OFF-BI-10004651;817218;2;8.37
IN-2014-21143;DC-12850;OFF-SU-10000789;9405;3;8.37
ID-2014-21906;SR-20740;OFF-SU-10003371;1097895;5;8.37
IN-2014-42808;PB-18805;FUR-CH-10000351;11718;2;8.37
CA-2011-136567;PS-19045;OFF-BI-10003982;6231;3;8.37
SF-2012-8630;PF-9165;OFF-ROG-10004949;12522;2;8.37
YM-2014-620;TB-11400;OFF-STI-10000144;21222;2;8.37
IS-2013-8820;CP-2085;TEC-HP -10002307;17289;1;8.37
AG-2013-4150;DB-3270;OFF-TEN-10001129;5466;1;8.37
MX-2013-111213;AB-10600;OFF-PA-10002372;594;3;8.37
MX-2014-133984;FP-14320;OFF-PA-10002237;1188;9;8.37
MX-2014-163160;SS-20515;OFF-SU-10000294;61392;3;8.37
MX-2012-108378;SP-20620;OFF-AR-10000543;4036;2;8.36
MX-2013-116050;DR-12940;OFF-PA-10004386;11916;6;8.36
MX-2013-100923;JH-15820;FUR-CH-10000171;1176;2;8.36
US-2014-129350;GT-14755;OFF-ST-10002632;52704;2;8.36
ES-2013-5782100;AH-10075;OFF-BI-10003397;5574;2;8.36
IT-2013-2332242;SJ-20215;OFF-PA-10002516;7686;3;8.36
IN-2012-52223;ST-20530;OFF-AR-10004900;1967715;5;8.36
ID-2011-75232;PF-19120;FUR-CH-10000258;137565;2;8.36
CA-2011-154963;AA-10645;TEC-PH-10004093;82782;3;8.36
UP-2013-4600;RA-9945;OFF-CAR-10004293;20508;4;8.36
TZ-2011-9610;SW-10455;OFF-AVE-10000357;8424;8;8.36
US-2014-117828;CS-12355;OFF-PA-10001972;4116;5;8.35
ES-2014-2557751;SP-20920;OFF-ST-10004409;110025;5;8.35
IT-2011-4685233;SG-20605;FUR-BO-10000684;7365;1;8.35
ES-2012-3797337;JP-16135;OFF-ST-10004317;3498;2;8.35
ES-2012-3099065;PF-19120;OFF-ST-10001999;80244;6;8.35
ES-2012-5411795;SW-20245;OFF-ST-10003147;99;6;8.35
IT-2014-5190106;TC-20980;TEC-AC-10003487;1143;3;8.35
IT-2013-3678130;SC-20575;OFF-LA-10000134;7245;7;8.35
IN-2013-21052;HH-15010;OFF-SU-10002732;1701;5;8.35
IN-2011-63598;VP-21730;OFF-EN-10001789;36882;2;8.35
IN-2012-45972;EB-13975;OFF-SU-10003473;12321;3;8.35
IN-2012-44194;JK-16090;OFF-SU-10003527;4626;3;8.35
IN-2013-84752;DL-13315;OFF-FA-10003897;1128;8;8.35
IN-2014-80776;TB-21355;FUR-CH-10000790;11604;2;8.35
CA-2013-109869;TN-21040;OFF-AP-10002578;78272;2;8.35
CA-2014-159464;TB-21355;OFF-BI-10000315;11394;6;8.35
CG-2011-7070;DM-3525;OFF-BIN-10002061;4632;1;8.35
MX-2014-158386;GM-14440;OFF-BI-10004195;404;4;8.35
MX-2011-127215;AB-10015;TEC-PH-10004242;8226;1;8.35
US-2014-166177;FH-14365;OFF-FA-10000713;4976;4;8.34
MX-2014-149902;AS-10285;OFF-BI-10004053;36;4;8.34
ES-2013-2830979;JE-15475;OFF-AR-10001714;7605;3;8.34
ES-2013-1608190;PS-19045;OFF-PA-10002292;1485;5;8.34
ES-2013-1220787;MC-18100;TEC-CO-10003268;17433;1;8.34
IT-2011-1320928;RP-19270;OFF-AP-10002413;91935;3;8.34
ID-2014-23075;NH-18610;OFF-BI-10001400;95616;4;8.34
ID-2011-80230;KL-16645;TEC-AC-10002881;693;2;8.34
CA-2011-158029;HF-14995;FUR-CH-10000988;225296;2;8.34
NI-2012-6180;JD-5790;OFF-GRE-10000328;40032;8;8.34
KZ-2013-2740;JR-5700;TEC-CAN-10000932;191898;2;8.34
EG-2012-40;MC-7635;OFF-BOS-10000350;8532;6;8.34
CG-2014-6750;PF-9120;FUR-RUB-10004285;20088;4;8.34
MX-2014-134852;SC-20020;FUR-CH-10003354;12008;1;8.34
MX-2014-102995;TC-21295;OFF-BI-10001533;13152;4;8.33
MX-2013-166877;ES-14020;OFF-PA-10000935;416;2;8.33
MX-2013-164770;TP-21130;TEC-PH-10003254;13302;3;8.33
MX-2013-100517;DL-13495;OFF-SU-10003629;7448;4;8.33
MX-2013-140368;CM-12235;FUR-CH-10002882;8548;2;8.33
MX-2014-139367;JD-16015;OFF-SU-10001132;52;2;8.33
MX-2014-100734;HW-14935;OFF-FA-10000447;3744;4;8.33
ES-2011-3134727;MH-17440;FUR-FU-10001063;6804;3;8.33
IN-2014-25840;BD-11320;OFF-FA-10000757;5475;5;8.33
IN-2011-12134;RD-19585;TEC-AC-10001438;73872;2;8.33
IN-2014-62625;TB-21250;TEC-PH-10001354;1087881;1;8.33
ID-2012-82610;JL-15850;TEC-AC-10002145;69786;1;8.33
IN-2012-84451;TT-21265;FUR-CH-10002335;2844;6;8.33
MO-2014-8340;MZ-7335;OFF-BIN-10004729;99;2;8.33
CA-2012-1970;MH-7620;FUR-ADV-10000188;4998;2;8.33
IR-2014-8060;DM-3015;OFF-STA-10001747;501;2;8.33
ZA-2014-3550;CK-2595;OFF-AVE-10004909;5874;2;8.33
MX-2013-105585;HE-14800;OFF-SU-10004780;9312;4;8.33
MX-2013-144099;KF-16285;OFF-SU-10002466;9726;3;8.32
MX-2011-151498;CD-11920;FUR-CH-10003697;7844;2;8.32
ES-2012-5923089;CB-12535;OFF-AR-10000319;15786;3;8.32
IT-2014-4631909;RB-19570;OFF-ST-10004046;88695;5;8.32
ES-2011-2187197;DP-13165;OFF-BI-10004227;9768;2;8.32
IN-2011-10419;AS-10285;TEC-AC-10003895;16116;4;8.32
ID-2013-29060;AH-10585;OFF-AR-10003875;107784;8;8.32
IN-2012-32105;CR-12730;OFF-FA-10004398;10038;7;8.32
CA-2014-126221;CC-12430;OFF-AP-10002457;2093;2;8.32
RS-2014-6450;PP-8955;TEC-CIS-10001877;8046;1;8.32
IR-2011-2750;HG-5025;OFF-AVE-10004251;9768;2;8.32
IR-2012-3990;IM-5055;OFF-OIC-10003879;7908;4;8.32
MO-2013-7280;TB-11190;TEC-MEM-10003743;9042;2;8.32
MX-2012-147305;SC-20695;OFF-PA-10002033;10506;3;8.32
MX-2012-118857;PK-18910;FUR-BO-10001476;10054;1;8.32
MX-2014-101483;ED-13885;OFF-BI-10003934;1011;3;8.32
US-2011-126382;JM-15655;TEC-CO-10003007;15492984;2;8.31
MX-2014-135209;MS-17710;OFF-AR-10001495;6488;2;8.31
US-2012-122364;SR-20740;FUR-FU-10000060;32208;4;8.31
MX-2014-110653;GZ-14545;OFF-ST-10003718;123456;4;8.31
ES-2012-1207634;LS-17230;FUR-FU-10004640;798;5;8.31
ES-2011-2075610;LM-17065;TEC-PH-10004263;30366;2;8.31
IT-2013-1635889;DJ-13510;OFF-ST-10004046;53217;3;8.31
ES-2012-4829315;SO-20335;OFF-FA-10004734;6636;4;8.31
IN-2013-61288;FW-14395;FUR-TA-10001237;1605741;1;8.31
ID-2013-44383;JF-15355;OFF-SU-10000649;191808;6;8.31
ID-2011-73202;CM-12190;TEC-AC-10002243;8298;2;8.31
CA-2012-155761;SC-20800;OFF-ST-10000943;46344;3;8.31
CA-2014-148138;ME-18010;OFF-ST-10000563;51168;2;8.31
NI-2014-7480;JS-5880;TEC-SAM-10000765;41364;1;8.31
TZ-2012-220;SG-10080;TEC-NOK-10004278;124011;1;8.31
AG-2012-4060;LM-7065;OFF-AVE-10000909;711;6;8.31
US-2014-147900;JF-15295;FUR-CH-10002297;9642;5;8.31
MX-2013-162453;EL-13735;OFF-EN-10002186;5298;3;8.31
MX-2014-143763;BH-11710;OFF-FA-10000509;10288;8;8.31
MX-2013-145107;MC-17635;TEC-AC-10001197;13492;2;8.3
MX-2011-112277;AM-10705;OFF-EN-10001771;1757;7;8.3
ES-2014-4995013;AH-10690;TEC-AC-10004557;8847;3;8.3
ES-2014-3812608;BD-11725;OFF-BI-10000329;666;4;8.3
ES-2012-2314672;DM-13525;OFF-AR-10000980;261;2;8.3
ID-2013-45650;LD-16855;OFF-AR-10003957;740658;2;8.3
IN-2012-34324;RL-19615;FUR-FU-10004820;1032;2;8.3
IN-2012-55751;BD-11725;OFF-SU-10004814;85752;2;8.3
IN-2013-79929;CC-12550;OFF-ST-10004015;130896;3;8.3
CA-2014-144113;JF-15355;TEC-PH-10002170;55992;1;8.3
CG-2012-7930;JS-5595;OFF-FEL-10000070;4032;2;8.3
NI-2014-8880;TC-10980;FUR-DAN-10003011;36459;1;8.3
AG-2013-4150;DB-3270;OFF-STA-10004885;447;1;8.3
GH-2011-6780;NF-8385;OFF-BOS-10000477;5364;1;8.3
MX-2011-159212;SA-20830;OFF-SU-10001132;624;3;8.29
MX-2014-122742;JB-15400;OFF-SU-10000164;5544;4;8.29
MX-2012-100027;JK-15730;OFF-AR-10003674;6438;3;8.29
ES-2012-2183106;DK-13150;OFF-AR-10002816;24138;5;8.29
ID-2013-70031;EB-13975;OFF-FA-10001086;524223;7;8.29
ID-2014-57221;PC-18745;TEC-CO-10002674;315252;3;8.29
ID-2013-68841;SM-20005;OFF-ST-10003159;800415;3;8.29
CA-2013-134425;QJ-19255;TEC-PH-10003555;11495;5;8.29
CA-2012-146675;SB-20185;TEC-AC-10004396;4356;3;8.29
CA-2011-108861;MM-17260;OFF-BI-10003876;13696;4;8.29
US-2013-136581;SV-20365;OFF-PA-10002787;31104;6;8.29
EG-2013-4910;FH-4365;OFF-HAR-10003659;1296;12;8.29
NI-2014-1420;CR-2730;TEC-KON-10000562;155142;6;8.29
UP-2011-5440;CC-2550;OFF-BIN-10003327;2409;1;8.29
MX-2012-119907;VM-21685;OFF-AP-10003800;49;2;8.29
MX-2013-152100;RF-19840;TEC-MA-10001305;23232;2;8.29
MX-2014-156650;MD-17350;FUR-CH-10004387;11106;3;8.28
ES-2014-4638849;RS-19420;OFF-ST-10001562;14112;7;8.28
ES-2011-1136913;AW-10930;OFF-PA-10002248;8436;4;8.28
IN-2013-59755;PG-18820;FUR-CH-10004009;13716;1;8.28
IN-2014-52062;SC-20380;OFF-BI-10002853;569214;6;8.28
IN-2012-78865;JL-15835;FUR-FU-10000889;5016;1;8.28
IN-2011-78284;KC-16255;OFF-FA-10004839;78;4;8.28
ID-2013-21129;DB-13210;TEC-AC-10002852;1193772;2;8.28
IN-2013-10097;CJ-12010;OFF-EN-10004892;14115;5;8.28
CA-2014-112844;SP-20620;TEC-PH-10003988;436;4;8.28
CA-2013-70;TZ-11445;OFF-CAR-10004661;10026;2;8.28
US-2013-134026;CB-12535;FUR-BO-10004340;705072;3;8.28
US-2011-158498;JM-15655;OFF-BI-10002455;88536;7;8.27
ES-2011-4877774;BS-11380;FUR-FU-10000502;15093;3;8.27
ES-2014-1972860;LT-16765;TEC-PH-10000270;98055;3;8.27
ES-2013-1596350;SC-20305;FUR-CH-10002927;308718;2;8.27
ID-2014-43795;VB-21745;TEC-AC-10001608;470799;3;8.27
ID-2014-12491;TB-21520;FUR-FU-10000714;690945;5;8.27
IN-2014-10132;JF-15295;FUR-FU-10003420;110646;3;8.27
US-2012-107349;SL-20155;OFF-BI-10001765;41568;6;8.27
US-2011-130379;JL-15235;OFF-AP-10001394;756;2;8.27
CA-2014-152583;RA-19945;FUR-FU-10003849;16192;2;8.27
RS-2014-720;BP-1230;TEC-KON-10002034;2445;2;8.27
TU-2014-9670;BN-1470;FUR-HON-10001847;181884;1;8.27
RS-2014-4290;RP-9270;OFF-TEN-10004210;5328;1;8.27
CA-2013-9550;NW-8400;OFF-BIC-10002270;3219;1;8.27
MX-2011-149587;BS-11755;FUR-FU-10004015;6304;2;8.27
US-2014-102526;ND-18370;FUR-CH-10004478;89504;2;8.27
US-2012-108917;CK-12205;FUR-BO-10004075;7848;1;8.26
MX-2014-157567;AC-10660;OFF-AR-10000481;881;5;8.26
ES-2014-3977309;DL-13315;OFF-EN-10003785;1542;4;8.26
ES-2014-4098716;ES-14020;OFF-PA-10001844;1236;5;8.26
IT-2011-4968367;RW-19540;OFF-AR-10004519;8235;3;8.26
ES-2011-1881074;ML-18265;OFF-AR-10001529;11172;4;8.26
ID-2012-41982;BS-11755;OFF-ST-10002066;3174003;3;8.26
IN-2012-50466;AH-10690;OFF-BI-10000389;10176;2;8.26
IN-2014-68204;MY-17380;FUR-CH-10003760;207684;4;8.26
IN-2013-39686;NW-18400;OFF-SU-10001848;377982;3;8.26
US-2014-110989;EJ-14155;TEC-AC-10002345;435;3;8.26
CA-2014-100412;SR-20425;FUR-CH-10002647;14196;2;8.26
TU-2012-950;PT-9090;OFF-CAR-10002942;46656;4;8.26
RS-2014-3500;RR-9525;FUR-DEF-10004355;10074;2;8.26
TO-2014-1570;RA-9915;FUR-ELD-10003802;20088;4;8.26
BO-2012-4390;JK-5730;OFF-BIC-10002403;9786;2;8.26
UZ-2013-6940;JE-5745;FUR-HAR-10000870;5919;1;8.26
MX-2013-141768;JM-15580;OFF-PA-10004600;2998;1;8.26
ES-2014-5224253;JL-15130;TEC-AC-10004520;1176;4;8.25
IN-2013-74259;AT-10435;OFF-PA-10002479;1086288;4;8.25
IN-2013-69331;BO-11425;FUR-FU-10002525;8514;2;8.25
ID-2012-81763;DP-13000;FUR-BO-10003668;156744;2;8.25
CA-2013-100244;GM-14695;OFF-PA-10001471;6579;9;8.25
CA-2014-100111;SV-20365;TEC-PH-10000215;10485;3;8.25
UP-2011-3180;FC-4245;OFF-SME-10001667;72;6;8.25
MX-2012-125283;LS-16975;TEC-AC-10003857;9712;2;8.25
US-2014-108371;CM-11935;OFF-ST-10002714;87456;3;8.25
MX-2014-135188;JF-15415;TEC-CO-10002089;9506948;1;8.25
MX-2013-103030;CS-11860;OFF-EN-10002674;1581;5;8.25
MX-2012-123561;MG-17875;TEC-PH-10003405;8876;2;8.24
MX-2012-114622;AM-10360;FUR-FU-10001175;8412;3;8.24
MX-2014-105767;KC-16540;OFF-ST-10001941;28092;2;8.24
ES-2012-4741068;MV-18190;OFF-ST-10001646;84375;5;8.24
ES-2012-4647281;GM-14680;FUR-CH-10002991;228744;3;8.24
IN-2013-28731;JS-15880;FUR-FU-10000628;11304;6;8.24
ID-2012-67707;SC-20800;TEC-AC-10002795;629004;4;8.24
ID-2013-18833;TB-21280;FUR-FU-10004704;962505;3;8.24
IN-2014-43039;MG-17680;FUR-FU-10001746;5274;2;8.24
ID-2013-85956;DM-12955;OFF-LA-10004137;3942;6;8.24
CA-2014-166317;JE-15610;TEC-AC-10004510;9816;6;8.24
CA-2013-144729;JE-15745;OFF-ST-10004804;15444;3;8.24
CA-2012-100146;CB-12535;FUR-FU-10001979;12291;3;8.24
CG-2013-9730;EM-3960;TEC-CAN-10004913;26214;1;8.24
NI-2012-8210;SV-10935;TEC-EPS-10003277;78309;1;8.24
RS-2012-5150;PG-8820;FUR-RUB-10000501;10032;2;8.24
RO-2014-2550;BH-1710;TEC-MOT-10000851;7974;1;8.24
MX-2013-114258;RP-19390;OFF-BI-10001324;14056;7;8.24
MX-2014-134418;TS-21160;OFF-EN-10004989;54;3;8.24
